City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Total Internet Services,Contract,Payment Method,Total Charges,Churn Value
Valley Ford,Female,0,0,0,2,1,0,DSL,1,Month-to-month,Credit card (automatic),91.1,1
Alviso,Male,0,0,0,7,1,1,Fiber optic,3,Month-to-month,Bank transfer (automatic),713.0,1
Boulder Creek,Female,0,0,0,41,1,1,Fiber optic,6,Month-to-month,Bank transfer (automatic),4527.45,1
Davenport,Male,0,0,0,2,1,0,Fiber optic,1,Month-to-month,Electronic check,171.15,1
Freedom,Female,1,0,0,13,1,0,Fiber optic,1,Month-to-month,Electronic check,940.35,1
Gilroy,Female,1,0,0,11,1,0,Fiber optic,2,Month-to-month,Bank transfer (automatic),1047.7,1
Los Gatos,Male,1,1,0,17,1,1,Fiber optic,3,Month-to-month,Credit card (automatic),1622.45,1
San Martin,Male,0,1,0,25,1,0,Fiber optic,2,One year,Electronic check,2178.6,1
Santa Cruz,Male,0,1,0,3,1,0,DSL,2,Month-to-month,Mailed check,168.15,1
San Jose,Female,0,0,0,4,1,0,Fiber optic,4,Month-to-month,Bank transfer (automatic),387.2,1
San Jose,Female,0,1,0,37,1,1,Fiber optic,1,Month-to-month,Credit card (automatic),2839.65,1
San Jose,Female,0,0,0,19,0,0,DSL,2,One year,Credit card (automatic),893.55,1
San Jose,Male,1,1,0,39,1,1,Fiber optic,4,Month-to-month,Electronic check,4284.8,1
San Jose,Male,0,0,0,7,1,0,Fiber optic,1,Month-to-month,Mailed check,544.55,1
San Jose,Female,0,1,0,14,1,1,DSL,2,Month-to-month,Bank transfer (automatic),941.0,1
San Jose,Female,1,1,0,11,1,1,Fiber optic,4,Month-to-month,Bank transfer (automatic),1133.65,1
Stockton,Male,0,0,0,1,0,0,DSL,1,Month-to-month,Electronic check,35.55,1
Stockton,Female,0,0,0,2,1,1,Fiber optic,2,Month-to-month,Electronic check,196.9,1
Acampo,Male,0,1,0,13,1,0,Fiber optic,3,Month-to-month,Mailed check,1162.85,1
Glencoe,Female,1,1,0,3,1,0,Fiber optic,1,Month-to-month,Electronic check,224.05,1
Linden,Male,0,0,0,1,0,0,DSL,1,Month-to-month,Mailed check,31.35,1
Lodi,Female,0,0,0,12,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),1052.4,1
Valley Springs,Male,0,1,0,60,1,0,Fiber optic,3,One year,Electronic check,5610.25,1
West Point,Male,0,0,0,1,1,0,0,0,Month-to-month,Electronic check,19.85,1
Atwater,Female,0,0,0,6,1,1,Fiber optic,5,Month-to-month,Credit card (automatic),669.45,1
Big Oak Flat,Male,0,0,0,15,1,0,Fiber optic,4,Month-to-month,Electronic check,1553.95,1
Columbia,Male,1,0,0,21,1,0,DSL,2,Month-to-month,Bank transfer (automatic),1236.15,1
Delhi,Female,0,0,0,1,1,1,DSL,1,Month-to-month,Electronic check,60.15,1
Hickman,Male,0,0,0,7,1,1,Fiber optic,2,Month-to-month,Electronic check,593.45,1
Long Barn,Male,0,1,0,53,1,0,Fiber optic,3,One year,Bank transfer (automatic),4867.95,1
Mariposa,Male,0,0,0,1,1,1,Fiber optic,0,Month-to-month,Electronic check,74.9,1
Mi Wuk Village,Female,0,0,0,1,1,0,Fiber optic,1,Month-to-month,Electronic check,80.25,1
Modesto,Male,0,1,0,17,1,0,Fiber optic,0,Month-to-month,Electronic check,1149.65,1
Modesto,Female,0,1,0,11,1,1,DSL,2,Month-to-month,Electronic check,740.8,1
Modesto,Male,0,0,0,19,1,1,Fiber optic,1,Month-to-month,Bank transfer (automatic),1532.45,1
Modesto,Female,0,1,0,3,1,0,Fiber optic,1,Month-to-month,Electronic check,250.05,1
Oakdale,Male,0,0,0,24,1,1,Fiber optic,2,Month-to-month,Credit card (automatic),2282.55,1
Riverbank,Female,0,0,0,2,1,1,Fiber optic,0,Month-to-month,Electronic check,143.35,1
Salida,Male,0,1,0,1,1,0,DSL,0,Month-to-month,Mailed check,45.85,1
Snelling,Female,0,1,0,16,0,0,DSL,3,Month-to-month,Electronic check,810.2,1
Turlock,Male,0,1,0,34,1,0,Fiber optic,1,Month-to-month,Electronic check,2564.3,1
Westley,Male,0,0,0,3,1,1,Fiber optic,0,Month-to-month,Electronic check,228.4,1
Yosemite National Park,Female,1,0,0,16,1,1,Fiber optic,2,Month-to-month,Electronic check,1529.2,1
Santa Rosa,Male,0,0,0,1,1,0,DSL,0,Month-to-month,Electronic check,45.3,1
Santa Rosa,Female,0,0,0,15,1,0,0,0,Month-to-month,Bank transfer (automatic),289.3,1
Branscomb,Female,0,0,0,11,1,1,Fiber optic,2,Month-to-month,Electronic check,987.95,1
Caspar,Male,0,0,0,1,1,0,DSL,0,Month-to-month,Mailed check,45.05,1
Clearlake,Female,0,0,0,1,1,0,Fiber optic,1,Month-to-month,Electronic check,75.8,1
Cloverdale,Female,0,0,0,7,1,0,Fiber optic,1,Month-to-month,Electronic check,523.15,1
Comptche,Female,0,0,0,2,0,0,DSL,1,Month-to-month,Electronic check,59.05,1
Eldridge,Female,1,0,0,46,1,0,Fiber optic,3,One year,Credit card (automatic),4424.2,1
Fulton,Female,1,1,0,68,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),6127.6,1
Gualala,Male,0,1,0,59,1,1,Fiber optic,5,One year,Electronic check,6448.05,1
Nice,Male,1,1,0,7,1,0,Fiber optic,2,Month-to-month,Electronic check,676.7,1
Rio Nido,Male,0,1,0,8,1,0,Fiber optic,1,Month-to-month,Electronic check,632.95,1
Ukiah,Male,0,0,0,6,1,0,DSL,0,Month-to-month,Electronic check,270.95,1
Witter Springs,Female,0,1,0,11,1,0,DSL,0,Month-to-month,Electronic check,483.7,1
Alderpoint,Male,1,1,0,15,1,1,Fiber optic,1,Month-to-month,Bank transfer (automatic),1345.55,1
Mckinleyville,Female,0,0,0,70,1,1,Fiber optic,6,One year,Credit card (automatic),8127.6,1
Bayside,Male,1,0,0,16,1,1,Fiber optic,1,Month-to-month,Electronic check,1281.0,1
Blue Lake,Female,0,0,0,18,1,1,Fiber optic,1,Month-to-month,Electronic check,1553.9,1
Bridgeville,Female,0,1,0,34,1,1,Fiber optic,2,Month-to-month,Electronic check,3207.55,1
Crescent City,Male,0,1,0,47,1,1,Fiber optic,5,Month-to-month,Electronic check,5124.55,1
Ferndale,Female,0,1,0,39,1,1,Fiber optic,3,One year,Electronic check,3474.45,1
Honeydew,Male,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,19.45,1
Korbel,Female,0,1,0,4,1,0,0,0,Month-to-month,Mailed check,76.35,1
Loleta,Female,1,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,69.25,1
Miranda,Male,0,1,0,59,1,1,Fiber optic,3,One year,Bank transfer (automatic),5961.1,1
Rio Dell,Female,1,0,0,1,0,0,DSL,0,Month-to-month,Electronic check,25.2,1
Salyer,Male,0,0,0,2,1,0,DSL,0,Month-to-month,Mailed check,96.45,1
Smith River,Male,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,20.15,1
Somes Bar,Male,0,1,0,66,1,1,Fiber optic,4,Month-to-month,Credit card (automatic),7133.25,1
Trinidad,Male,0,0,0,3,1,0,DSL,1,Month-to-month,Credit card (automatic),169.45,1
Whitethorn,Female,0,1,0,14,1,1,Fiber optic,2,Month-to-month,Electronic check,1258.6,1
Amador City,Male,0,1,0,10,1,0,Fiber optic,1,Month-to-month,Electronic check,857.2,1
Carmichael,Female,0,0,0,18,1,1,Fiber optic,2,Month-to-month,Electronic check,1639.3,1
Davis,Female,0,0,0,9,1,1,Fiber optic,2,Month-to-month,Electronic check,889.9,1
Davis,Female,1,0,0,13,1,1,Fiber optic,2,Month-to-month,Electronic check,1290.0,1
Diamond Springs,Male,0,0,0,4,1,1,Fiber optic,1,Month-to-month,Electronic check,330.05,1
Dixon,Male,0,0,0,4,1,0,Fiber optic,0,Month-to-month,Electronic check,237.95,1
Elk Grove,Male,0,1,0,59,0,0,DSL,2,Month-to-month,Bank transfer (automatic),2452.7,1
Elmira,Male,0,1,0,10,1,1,Fiber optic,1,Month-to-month,Electronic check,813.85,1
Folsom,Female,1,0,0,1,1,0,Fiber optic,1,Month-to-month,Electronic check,79.2,1
Greenwood,Male,0,0,0,5,1,0,DSL,3,One year,Mailed check,347.4,1
Jackson,Female,0,0,0,1,1,1,DSL,0,Month-to-month,Bank transfer (automatic),49.95,1
Knights Landing,Female,0,1,0,22,1,0,Fiber optic,0,Month-to-month,Electronic check,1554.0,1
Madison,Female,1,1,0,34,1,1,Fiber optic,3,Month-to-month,Electronic check,3217.55,1
Orangevale,Male,0,1,0,41,1,1,DSL,3,One year,Electronic check,3001.2,1
Penryn,Female,0,0,0,64,1,1,Fiber optic,3,One year,Credit card (automatic),6254.2,1
Pleasant Grove,Female,1,0,0,4,1,0,Fiber optic,4,Month-to-month,Credit card (automatic),442.85,1
Plymouth,Female,0,0,0,18,0,0,DSL,1,Month-to-month,Electronic check,553.0,1
Rio Linda,Female,0,0,0,1,1,1,Fiber optic,0,Month-to-month,Electronic check,76.0,1
Sheridan,Female,1,0,0,2,1,1,Fiber optic,2,Month-to-month,Electronic check,170.85,1
Sloughhouse,Female,0,1,0,15,1,0,Fiber optic,2,Month-to-month,Electronic check,1308.4,1
Wheatland,Male,1,0,0,9,1,1,Fiber optic,1,Month-to-month,Credit card (automatic),732.5,1
Winters,Male,0,1,0,15,1,1,Fiber optic,3,Month-to-month,Electronic check,1504.05,1
Colfax,Male,0,0,0,1,1,1,DSL,0,Month-to-month,Electronic check,50.45,1
Meadow Vista,Male,0,0,0,12,1,1,Fiber optic,3,Month-to-month,Mailed check,1132.75,1
Soda Springs,Female,0,0,0,2,1,1,Fiber optic,2,Month-to-month,Electronic check,193.6,1
Rancho Cordova,Female,1,0,0,5,1,0,Fiber optic,1,Month-to-month,Credit card (automatic),349.65,1
Sacramento,Male,0,0,0,4,1,1,Fiber optic,1,Month-to-month,Credit card (automatic),332.45,1
Sacramento,Female,0,1,0,16,1,1,Fiber optic,3,Month-to-month,Electronic check,1534.75,1
Sacramento,Male,0,0,0,1,1,0,0,0,Month-to-month,Electronic check,20.55,1
Sacramento,Male,0,0,0,5,1,1,Fiber optic,2,Month-to-month,Electronic check,424.15,1
Sacramento,Female,0,0,0,4,1,0,Fiber optic,0,Month-to-month,Electronic check,281.0,1
Sacramento,Male,0,0,0,37,1,1,Fiber optic,3,Month-to-month,Bank transfer (automatic),3475.55,1
Antelope,Male,0,1,0,13,1,1,Fiber optic,0,Month-to-month,Credit card (automatic),896.75,1
Sacramento,Female,0,0,0,24,1,1,Fiber optic,3,Month-to-month,Electronic check,2407.3,1
Arbuckle,Male,0,1,0,61,1,1,Fiber optic,4,One year,Electronic check,6547.7,1
Bangor,Male,0,0,0,41,1,1,Fiber optic,4,Month-to-month,Electronic check,4346.4,1
Canyon Dam,Male,1,0,0,22,1,1,Fiber optic,2,Month-to-month,Electronic check,2082.95,1
Challenge,Female,0,0,0,2,1,0,DSL,2,Month-to-month,Credit card (automatic),102.75,1
Dobbins,Male,1,0,0,19,1,1,Fiber optic,2,Month-to-month,Electronic check,1775.8,1
Dunnigan,Female,0,1,0,8,1,0,0,0,One year,Mailed check,145.0,1
Forest Ranch,Male,1,0,0,15,1,1,Fiber optic,0,Month-to-month,Electronic check,1146.65,1
Grass Valley,Male,1,0,0,1,1,1,Fiber optic,0,Month-to-month,Electronic check,74.7,1
Magalia,Male,0,0,0,17,1,0,Fiber optic,1,Month-to-month,Electronic check,1313.55,1
Nevada City,Female,1,0,0,1,0,0,DSL,0,Month-to-month,Mailed check,25.8,1
Oroville,Female,0,0,0,2,0,0,DSL,3,Month-to-month,Electronic check,72.4,1
Princeton,Female,0,0,0,29,1,0,DSL,4,Month-to-month,Bank transfer (automatic),1970.5,1
Strawberry Valley,Male,0,1,0,2,1,0,Fiber optic,3,Month-to-month,Credit card (automatic),190.05,1
Twain,Female,0,0,0,14,1,0,Fiber optic,1,Month-to-month,Electronic check,1025.95,1
Yuba City,Male,0,0,0,8,1,1,Fiber optic,3,Month-to-month,Electronic check,819.55,1
Anderson,Female,0,1,0,5,1,0,Fiber optic,0,Month-to-month,Electronic check,330.15,1
Big Bend,Female,0,1,0,63,1,1,Fiber optic,4,One year,Electronic check,6873.75,1
Callahan,Male,0,0,0,1,1,0,DSL,0,Month-to-month,Mailed check,45.85,1
Corning,Female,0,1,0,53,1,0,Fiber optic,5,One year,Bank transfer (automatic),5769.75,1
Cottonwood,Female,0,0,0,1,1,0,Fiber optic,3,Month-to-month,Electronic check,91.7,1
Douglas City,Female,0,0,0,16,1,1,Fiber optic,3,Month-to-month,Credit card (automatic),1555.65,1
Fall River Mills,Male,0,0,0,1,1,1,Fiber optic,0,Month-to-month,Electronic check,74.95,1
Fort Jones,Male,1,0,0,10,1,1,Fiber optic,2,Month-to-month,Electronic check,898.35,1
Hayfork,Female,1,0,0,3,1,0,DSL,0,Month-to-month,Electronic check,127.1,1
Igo,Male,0,0,0,66,1,0,Fiber optic,4,Month-to-month,Electronic check,6710.5,1
Klamath River,Female,0,1,0,17,1,0,Fiber optic,4,One year,Bank transfer (automatic),1704.95,1
Lakehead,Female,0,0,0,7,1,0,DSL,2,Month-to-month,Mailed check,415.95,1
Lewiston,Male,1,1,0,12,1,0,Fiber optic,1,Month-to-month,Electronic check,950.2,1
Nubieber,Female,0,1,0,42,1,0,Fiber optic,1,Month-to-month,Credit card (automatic),3384.0,1
Palo Cedro,Male,1,0,0,2,1,0,Fiber optic,1,Month-to-month,Electronic check,165.4,1
Round Mountain,Male,1,0,0,1,1,1,Fiber optic,2,Month-to-month,Electronic check,88.8,1
Seiad Valley,Male,0,0,0,30,1,0,Fiber optic,2,Month-to-month,Electronic check,2755.35,1
Shasta,Female,0,0,0,15,1,1,DSL,2,Month-to-month,Bank transfer (automatic),994.55,1
Vina,Male,1,1,0,13,1,0,Fiber optic,3,Month-to-month,Bank transfer (automatic),1169.35,1
Alturas,Male,0,1,0,67,1,1,Fiber optic,2,One year,Electronic check,5918.8,1
Davis Creek,Female,1,0,0,23,1,0,Fiber optic,3,Month-to-month,Electronic check,2293.6,1
Fort Bidwell,Female,0,0,0,35,1,1,Fiber optic,1,Month-to-month,Electronic check,3029.1,1
Lake City,Female,0,1,0,56,1,1,Fiber optic,3,One year,Electronic check,5508.35,1
Likely,Female,0,1,0,9,1,0,Fiber optic,1,Month-to-month,Bank transfer (automatic),655.9,1
Portola,Female,1,1,0,17,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),1463.45,1
Ravendale,Male,0,0,0,48,1,1,Fiber optic,4,One year,Credit card (automatic),5082.8,1
Topaz,Male,1,0,0,17,1,0,DSL,0,Month-to-month,Electronic check,770.6,1
Homewood,Female,0,0,0,34,1,1,Fiber optic,5,Month-to-month,Mailed check,3587.25,1
Tahoma,Female,1,0,0,42,1,1,Fiber optic,1,Month-to-month,Electronic check,3541.35,1
Tahoe City,Male,0,1,0,11,1,0,Fiber optic,1,Month-to-month,Bank transfer (automatic),868.5,1
South Lake Tahoe,Female,0,0,0,1,1,1,Fiber optic,1,Month-to-month,Mailed check,85.8,1
Truckee,Male,1,0,0,1,1,0,Fiber optic,1,Month-to-month,Electronic check,79.1,1
Los Angeles,Female,0,1,0,3,1,0,DSL,0,Month-to-month,Mailed check,134.5,1
Los Angeles,Male,0,1,0,50,1,1,Fiber optic,4,Month-to-month,Credit card (automatic),5341.8,1
Los Angeles,Male,0,0,0,5,1,0,Fiber optic,0,Month-to-month,Electronic check,324.6,1
Los Angeles,Male,0,1,0,51,1,1,Fiber optic,2,Month-to-month,Electronic check,4812.75,1
Los Angeles,Female,0,0,0,46,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),4399.5,1
Los Angeles,Male,1,0,0,1,1,0,DSL,1,Month-to-month,Mailed check,50.15,1
Los Angeles,Female,0,1,0,41,1,1,Fiber optic,6,Month-to-month,Bank transfer (automatic),4594.95,1
Los Angeles,Female,0,0,0,29,1,0,Fiber optic,1,Month-to-month,Electronic check,2384.15,1
Los Angeles,Female,0,1,0,26,1,1,DSL,2,Month-to-month,Electronic check,1616.15,1
Los Angeles,Female,0,0,0,1,0,0,DSL,1,Month-to-month,Electronic check,34.7,1
Los Angeles,Male,0,0,0,3,1,1,Fiber optic,1,Month-to-month,Electronic check,264.8,1
Los Angeles,Female,0,1,0,66,1,1,Fiber optic,4,One year,Credit card (automatic),6615.15,1
Los Angeles,Female,0,1,0,21,1,1,Fiber optic,4,Month-to-month,Bank transfer (automatic),2200.25,1
Los Angeles,Male,0,0,0,1,1,1,Fiber optic,3,Month-to-month,Electronic check,99.75,1
Los Angeles,Male,0,0,0,4,1,0,DSL,4,Month-to-month,Electronic check,299.7,1
Culver City,Female,0,0,0,9,1,0,Fiber optic,1,Month-to-month,Credit card (automatic),639.65,1
Hawthorne,Male,0,0,0,1,1,1,DSL,1,Month-to-month,Electronic check,59.85,1
Hermosa Beach,Female,1,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,69.6,1
Lynwood,Male,0,0,0,9,0,0,DSL,2,Month-to-month,Electronic check,418.8,1
Malibu,Female,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,19.5,1
Pacific Palisades,Male,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,69.9,1
Redondo Beach,Female,0,0,0,2,1,0,Fiber optic,2,Month-to-month,Bank transfer (automatic),183.75,1
Marina Del Rey,Female,0,1,0,3,1,1,Fiber optic,1,Month-to-month,Bank transfer (automatic),264.85,1
Inglewood,Male,0,0,0,14,1,1,Fiber optic,2,Month-to-month,Electronic check,1178.4,1
Buena Park,Female,1,0,0,41,1,1,Fiber optic,5,Month-to-month,Electronic check,4689.5,1
Buena Park,Male,1,0,0,13,1,0,Fiber optic,2,Month-to-month,Electronic check,1201.15,1
La Palma,Male,0,0,0,2,1,0,Fiber optic,1,Month-to-month,Electronic check,143.65,1
Stanton,Female,0,0,0,18,1,0,0,0,One year,Bank transfer (automatic),390.85,1
Avalon,Male,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,71.65,1
Bellflower,Female,0,0,0,4,1,0,0,0,Month-to-month,Mailed check,77.5,1
Lakewood,Female,0,0,0,38,1,0,Fiber optic,3,Month-to-month,Credit card (automatic),3264.5,1
Lomita,Female,0,0,0,12,1,0,Fiber optic,1,Month-to-month,Bank transfer (automatic),947.3,1
Seal Beach,Female,0,1,0,19,1,1,Fiber optic,2,Month-to-month,Mailed check,1761.05,1
Carson,Female,0,0,0,10,1,1,Fiber optic,3,Month-to-month,Electronic check,973.25,1
Long Beach,Female,0,0,0,1,1,0,Fiber optic,1,Month-to-month,Electronic check,76.35,1
Long Beach,Female,0,0,0,23,1,1,Fiber optic,1,Month-to-month,Electronic check,1676.95,1
Long Beach,Male,1,1,0,32,1,1,Fiber optic,1,Month-to-month,Electronic check,2642.05,1
South Pasadena,Male,1,1,0,32,1,1,Fiber optic,1,Month-to-month,Electronic check,2661.1,1
Sunland,Female,0,0,0,31,1,1,Fiber optic,1,Month-to-month,Credit card (automatic),2697.4,1
Tujunga,Male,0,0,0,19,1,0,Fiber optic,1,Month-to-month,Credit card (automatic),1424.5,1
Glendale,Male,1,1,0,57,0,0,DSL,2,Month-to-month,Electronic check,2572.95,1
Glendale,Male,1,0,0,1,1,0,DSL,0,Month-to-month,Electronic check,45.1,1
Glendale,Male,0,0,0,24,1,0,Fiber optic,3,Month-to-month,Electronic check,2122.45,1
Glendale,Male,0,0,0,1,1,0,0,0,Month-to-month,Bank transfer (automatic),20.05,1
Agoura Hills,Male,0,1,0,65,1,1,Fiber optic,5,Two year,Bank transfer (automatic),6937.95,1
Newhall,Male,0,0,0,10,1,0,DSL,0,Month-to-month,Electronic check,402.6,1
Northridge,Female,0,1,0,2,0,0,DSL,1,Month-to-month,Electronic check,68.75,1
Porter Ranch,Male,0,0,0,1,1,0,DSL,0,Month-to-month,Credit card (automatic),46.2,1
Pacoima,Female,0,0,0,1,1,0,DSL,0,Month-to-month,Electronic check,45.15,1
Reseda,Male,1,0,0,1,0,0,DSL,3,Month-to-month,Electronic check,43.3,1
Sylmar,Female,1,0,0,38,1,0,DSL,2,Month-to-month,Credit card (automatic),2250.65,1
Granada Hills,Female,0,1,0,19,1,0,Fiber optic,1,Month-to-month,Electronic check,1441.1,1
Mission Hills,Male,0,0,0,52,1,0,Fiber optic,2,Month-to-month,Electronic check,4338.6,1
Canyon Country,Female,0,0,0,1,1,0,DSL,0,Month-to-month,Mailed check,45.95,1
Westlake Village,Female,0,0,0,3,1,0,Fiber optic,2,Month-to-month,Electronic check,247.25,1
Van Nuys,Male,0,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,70.05,1
Sherman Oaks,Male,0,0,0,2,1,1,Fiber optic,1,Month-to-month,Electronic check,165.45,1
Burbank,Female,1,1,0,35,1,1,Fiber optic,4,Month-to-month,Bank transfer (automatic),3653.35,1
North Hollywood,Female,0,0,0,16,1,1,Fiber optic,0,Month-to-month,Electronic check,1194.3,1
North Hollywood,Female,0,1,0,1,1,0,0,0,Month-to-month,Electronic check,21.0,1
North Hollywood,Female,1,0,0,1,1,0,DSL,0,Month-to-month,Mailed check,45.1,1
Chino,Male,1,1,0,30,1,0,DSL,1,Month-to-month,Bank transfer (automatic),1527.5,1
Claremont,Female,1,0,0,5,1,0,Fiber optic,1,Month-to-month,Electronic check,378.4,1
El Monte,Male,0,0,0,56,1,1,Fiber optic,3,Month-to-month,Electronic check,5124.6,1
Monterey Park,Female,0,0,0,44,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),3862.55,1
Ontario,Male,0,0,0,1,1,0,DSL,1,Month-to-month,Mailed check,50.9,1
Pomona,Male,0,1,0,49,1,1,Fiber optic,3,Month-to-month,Electronic check,4872.45,1
Rosemead,Male,0,1,0,47,1,1,Fiber optic,4,Month-to-month,Bank transfer (automatic),5118.95,1
San Dimas,Female,0,1,0,31,1,0,0,0,Month-to-month,Mailed check,658.95,1
Walnut,Female,0,0,0,3,1,0,Fiber optic,2,Month-to-month,Electronic check,246.5,1
Chula Vista,Male,0,0,0,8,0,0,DSL,0,Month-to-month,Mailed check,215.2,1
Chula Vista,Female,0,0,0,2,1,0,Fiber optic,1,Month-to-month,Electronic check,159.45,1
Dulzura,Male,0,1,0,65,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),5940.85,1
Jacumba,Male,0,0,0,1,1,0,Fiber optic,1,Month-to-month,Electronic check,75.35,1
Jamul,Male,0,0,0,1,1,1,Fiber optic,0,Month-to-month,Electronic check,75.45,1
Bonsall,Male,0,0,0,24,1,0,DSL,1,Month-to-month,Bank transfer (automatic),1210.4,1
Cardiff By The Sea,Male,0,0,0,69,1,1,DSL,5,One year,Credit card (automatic),5356.45,1
Del Mar,Female,0,1,0,7,1,0,Fiber optic,1,Month-to-month,Electronic check,576.65,1
Encinitas,Male,0,1,0,11,1,1,Fiber optic,0,Month-to-month,Electronic check,825.7,1
Escondido,Male,1,0,0,1,1,1,Fiber optic,2,Month-to-month,Electronic check,93.55,1
La Jolla,Female,0,1,0,58,1,1,Fiber optic,4,Month-to-month,Credit card (automatic),5885.4,1
Oceanside,Female,0,1,0,14,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),1259.0,1
Oceanside,Female,0,1,0,12,0,0,DSL,1,Month-to-month,Mailed check,309.1,1
Palomar Mountain,Female,0,1,0,25,1,0,Fiber optic,3,Month-to-month,Bank transfer (automatic),2257.75,1
Pauma Valley,Male,1,1,0,58,1,1,Fiber optic,5,One year,Electronic check,6287.25,1
Ramona,Female,1,0,0,16,1,1,Fiber optic,1,Month-to-month,Electronic check,1350.15,1
San Marcos,Female,0,1,0,1,1,0,DSL,0,Month-to-month,Electronic check,45.7,1
Santee,Female,1,0,0,1,1,0,Fiber optic,0,Month-to-month,Electronic check,69.95,1
Valley Center,Female,0,1,0,2,0,0,DSL,2,Month-to-month,Electronic check,97.1,1
Vista,Male,0,0,0,23,1,1,Fiber optic,0,Month-to-month,Electronic check,1710.45,1
San Diego,Female,0,0,0,57,1,0,Fiber optic,3,Two year,Electronic check,5464.65,1
San Diego,Male,0,0,0,24,1,1,Fiber optic,2,Month-to-month,Mailed check,2165.05,1
San Diego,Female,0,1,0,49,1,1,Fiber optic,3,One year,Mailed check,4941.8,1
San Diego,Male,0,0,0,5,1,1,DSL,0,Month-to-month,Electronic check,223.15,1
San Diego,Male,0,0,0,2,1,0,Fiber optic,1,Month-to-month,Electronic check,181.1,1
San Diego,Female,0,0,0,4,1,1,Fiber optic,2,Month-to-month,Mailed check,341.45,1
San Diego,Male,0,0,0,5,1,1,Fiber optic,0,Month-to-month,Bank transfer (automatic),357.75,1
San Diego,Female,0,1,0,47,1,1,Fiber optic,4,Month-to-month,Electronic check,4533.7,1
San Diego,Female,0,0,0,10,1,1,Fiber optic,1,Month-to-month,Electronic check,830.85,1
San Diego,Female,0,0,0,1,1,0,DSL,0,Month-to-month,Mailed check,45.3,1
Coronado,Male,0,1,0,67,1,1,Fiber optic,4,One year,Electronic check,7040.85,1
San Diego,Female,1,1,0,5,1,1,Fiber optic,1,Month-to-month,Electronic check,371.65,1
San Diego,Male,0,1,0,67,1,0,Fiber optic,3,One year,Credit card (automatic),6056.15,1
San Diego,Female,0,1,0,15,1,0,Fiber optic,2,Month-to-month,Electronic check,1390.6,1
San Diego,Male,0,0,0,1,1,0,0,0,Month-to-month,Mailed check,20.2,1
Palm Desert,Female,0,1,0,26,1,0,Fiber optic,2,Month-to-month,Electronic check,2361.8,1
Banning,Male,0,0,0,22,1,1,Fiber optic,1,Month-to-month,Electronic check,1730.35,1
Desert Center,Male,1,0,0,21,1,0,Fiber optic,3,Month-to-month,Bank transfer (automatic),2030.3,1
Heber,Male,0,1,0,47,1,1,Fiber optic,2,Month-to-month,Bank transfer (automatic),4065.0,1
Holtville,Female,0,0,0,2,1,1,DSL,0,Month-to-month,Electronic check,106.55,1
