Customer ID,Gender,Age,Married,Number of Dependents,City,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Calculated Charges,Charges Difference,Churn
0178-CIIKR,Female,60,No,0,Crows Landing,0,3,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,19.95,58.0,66.07,Joined,Not churned,Not churned,59.85,1.8499999999999943,
0178-SZBHO,Male,54,Yes,1,Tuolumne,7,47,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.2,4017.45,4068.68,Stayed,Not churned,Not churned,4098.400000000001,80.95000000000073,0.0
0181-RITDD,Male,42,Yes,3,San Diego,2,62,Unknown,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.15,6825.65,6934.77,Stayed,Not churned,Not churned,6705.3,120.34999999999944,0.0
0186-CAERR,Male,22,No,0,Auburn,0,71,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,116.3,8309.55,8514.03,Stayed,Not churned,Not churned,8257.3,52.25,0.0
0187-QSXOE,Male,71,Yes,0,Fresno,8,7,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.0,605.45,899.24,Stayed,Not churned,Not churned,623.0,17.549999999999955,0.0
0187-WZNAB,Female,56,Yes,2,Del Rey,6,27,Offer C,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.4,1972.35,3232.17,Stayed,Not churned,Not churned,2008.8,36.45000000000027,0.0
0188-GWFLE,Male,33,No,0,Redwood City,0,2,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.05,33.7,37.32,Joined,Not churned,Not churned,40.1,6.399999999999999,
0191-EQUUH,Female,32,No,3,Landers,0,25,Offer C,No,Unknown,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,844.45,Stayed,Not churned,Not churned,876.2499999999999,31.79999999999984,0.0
0191-ZHSKZ,Male,80,No,0,Hawthorne,0,30,Unknown,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,74.75,2111.3,3269.6,Stayed,Not churned,Not churned,2242.5,131.19999999999982,0.0
0193-ESZXP,Female,73,Yes,0,Oceano,1,58,Unknown,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.5,6205.5,7188.02,Churned,Attitude,Attitude of support person,6119.0,86.5,1.0
0195-IESCP,Male,26,Yes,0,Armona,1,10,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,855.3,975.5,Churned,Competitor,Competitor offered more data,852.5,2.7999999999999545,1.0
0196-JTUQI,Female,59,No,0,Clarksburg,0,9,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.2,633.85,717.28,Stayed,Not churned,Not churned,676.8000000000001,42.950000000000045,0.0
0196-VULGZ,Female,78,Yes,0,Irvine,1,6,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,474.9,647.16,Churned,Other,Deceased,506.1,31.19999999999999,1.0
0197-PNKNK,Female,47,Yes,1,Scotts Valley,7,69,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,84.45,5848.6,8574.08,Stayed,Not churned,Not churned,5827.05,21.550000000000185,0.0
0201-MIBOL,Female,68,No,0,Salida,0,66,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4,6471.85,7161.55,Stayed,Not churned,Not churned,6758.400000000001,286.5500000000002,0.0
0201-OAMXR,Female,30,No,0,Mckinleyville,0,70,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,8842.3,Churned,Dissatisfaction,Network reliability,8088.5,39.10000000000037,1.0
0203-HHYIJ,Male,62,No,0,Atherton,0,25,Offer C,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,25.3,676.35,815.6,Churned,Price,Long distance charges,632.5,43.85000000000002,1.0
0206-OYVOC,Female,52,Yes,2,Huntington Beach,1,46,Offer B,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,19.25,864.2,1983.38,Stayed,Not churned,Not churned,885.5,21.299999999999955,0.0
0206-TBWLC,Female,63,Yes,0,Calimesa,7,54,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6049.5,6665.1,Stayed,Not churned,Not churned,6191.1,141.60000000000036,0.0
0207-MDKNV,Female,54,No,0,Daly City,0,15,Unknown,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1582.75,1918.6,Churned,Competitor,Competitor made better offer,1576.5,6.25,1.0
0208-BPQEJ,Female,48,Yes,1,Middletown,0,12,Offer D,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,19.4,198.1,297.1,Stayed,Not churned,Not churned,232.8,34.69999999999999,0.0
0212-ISBBF,Female,51,No,0,Berkeley,0,22,Unknown,No,Unknown,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,1098.85,Stayed,Not churned,Not churned,1107.7,8.850000000000136,0.0
0214-JHPFW,Female,22,Yes,0,Lost Hills,9,70,Unknown,No,Unknown,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,57.8,4039.3,4038.29,Stayed,Not churned,Not churned,4046.0,6.699999999999818,0.0
0215-BQKGS,Male,52,No,0,Garden Grove,0,30,Offer C,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,2438.6,3310.5,Stayed,Not churned,Not churned,2529.0,90.40000000000008,0.0
0218-QNVAS,Male,22,Yes,1,Indio,1,71,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,9108.9,Stayed,Not churned,Not churned,7139.05,25.300000000000185,0.0
0219-QAERP,Male,33,Yes,0,Oxnard,2,30,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.8,576.65,870.95,Stayed,Not churned,Not churned,594.0,17.350000000000023,0.0
0219-YTZUE,Male,26,Yes,0,San Diego,5,4,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,486.98,Churned,Competitor,Competitor made better offer,339.2,32.69999999999999,1.0
0220-EBGCE,Male,58,No,0,Escondido,0,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,167.3,195.58,Churned,Competitor,Competitor made better offer,171.7,4.399999999999977,1.0
0221-NAUXK,Male,22,No,1,Moreno Valley,0,10,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,19.95,219.5,298.1,Stayed,Not churned,Not churned,199.5,20.0,0.0
0221-WMXNQ,Male,66,No,0,Chino,0,4,Offer E,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,273.4,419.0,Stayed,Not churned,Not churned,301.4,28.0,0.0
0222-CNVPT,Male,69,No,0,Sacramento,0,52,Offer B,No,Unknown,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,2555.05,Stayed,Not churned,Not churned,2537.6,17.450000000000273,0.0
0224-HJAPT,Male,25,No,0,San Diego,0,5,Unknown,Yes,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,333.2,Churned,Competitor,Competitor made better offer,235.75,12.599999999999994,1.0
0224-NIJLP,Male,30,Yes,3,Turlock,1,8,Offer E,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,20.15,165.5,188.46,Stayed,Not churned,Not churned,161.2,4.300000000000011,0.0
0224-RLWWD,Female,73,No,0,Calexico,0,2,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,137.12,Joined,Not churned,Not churned,88.6,0.7000000000000028,
0225-ZORZP,Male,46,No,0,Groveland,0,3,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,276.21,Joined,Not churned,Not churned,252.9,17.849999999999966,
0228-MAUWC,Male,40,No,0,Los Gatos,0,19,Offer D,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1144.6,1369.75,Stayed,Not churned,Not churned,1131.45,13.149999999999864,0.0
0229-LFJAF,Male,53,No,0,Clovis,0,72,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,5171.77,Stayed,Not churned,Not churned,5014.8,106.55000000000018,0.0
0230-UBYPQ,Male,76,Yes,0,Hyampom,2,63,Offer B,No,Unknown,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,2298.9,Stayed,Not churned,Not churned,2274.3,24.59999999999991,0.0
0230-WEQUW,Male,38,Yes,0,Woodland Hills,1,66,Unknown,No,Unknown,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,3789.2,Stayed,Not churned,Not churned,3735.6,53.59999999999991,0.0
0231-LXVAP,Male,23,No,0,Temecula,0,1,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,120.46,Churned,Competitor,Competitor made better offer,75.9,0.0,1.0
0233-FTHAV,Female,24,No,0,Livingston,0,60,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.2,4765.0,5682.4,Stayed,Not churned,Not churned,4752.0,13.0,0.0
0234-TEVTT,Female,43,Yes,3,Tulare,3,48,Unknown,No,Unknown,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45.0,2196.3,2196.3,Stayed,Not churned,Not churned,2160.0,36.30000000000018,0.0
0235-KGSLC,Female,45,No,0,Buellton,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,85.55,118.89,Churned,Other,Moved,85.55,0.0,1.0
0236-HFWSV,Male,49,No,0,Palmdale,0,15,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,1444.65,2178.6,Churned,Competitor,Competitor had better devices,1400.25,44.40000000000009,1.0
0237-YFUTL,Female,62,Yes,0,Midway City,4,50,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.65,5405.8,7134.3,Stayed,Not churned,Not churned,5482.5,76.69999999999982,0.0
0238-WHBIQ,Male,25,Yes,1,Folsom,10,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,8769.3,Stayed,Not churned,Not churned,6458.400000000001,119.10000000000036,0.0
0239-OXEXL,Female,37,No,0,Oakland,0,46,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,3847.6,5938.02,Stayed,Not churned,Not churned,3875.5,27.90000000000009,0.0
0244-LGNFY,Female,35,Yes,1,San Anselmo,4,72,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,6733.0,8893.0,Stayed,Not churned,Not churned,6670.8,62.19999999999982,0.0
0247-SLUJI,Male,37,Yes,3,Duarte,2,1,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,19.7,19.7,53.98,Joined,Not churned,Not churned,19.7,0.0,
0248-IPDFW,Female,19,No,0,Lake Elsinore,0,1,Unknown,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,50.1,79.23,Joined,Not churned,Not churned,50.1,0.0,
0248-PGHBZ,Female,69,No,0,San Clemente,0,67,Offer A,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45,6140.85,6313.04,Stayed,Not churned,Not churned,6194.150000000001,53.30000000000018,0.0
0253-ZTEOB,Female,44,Yes,1,Los Angeles,5,48,Unknown,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.65,3870.3,4299.42,Stayed,Not churned,Not churned,3823.2,47.09999999999991,0.0
0254-KCJGT,Male,64,Yes,0,Bodega Bay,6,52,Offer B,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,4354.45,6504.13,Stayed,Not churned,Not churned,4232.8,121.64999999999964,0.0
0254-WWRKD,Female,44,Yes,3,Challenge,1,67,Offer A,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,50.55,3431.75,6574.05,Stayed,Not churned,Not churned,3386.85,44.90000000000009,0.0
0256-LTHVJ,Female,58,Yes,0,Ludlow,1,28,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,2698.9,Churned,Competitor,Competitor had better devices,2269.4,42.30000000000018,1.0
0257-KXZGU,Female,29,Yes,1,Santa Clara,9,32,Offer C,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,2045.55,3110.51,Stayed,Not churned,Not churned,1998.4,47.14999999999986,0.0
0257-ZESQC,Female,80,Yes,0,Perris,2,27,Unknown,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,1929.35,2118.89,Churned,Attitude,Attitude of support person,2030.4,101.05000000000018,1.0
0258-NOKBL,Male,22,No,0,Fortuna,0,3,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.4,268.45,362.89,Joined,Not churned,Not churned,271.20000000000005,2.750000000000057,
0259-GBZSH,Male,22,No,0,San Diego,0,2,Offer E,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,181.5,262.36,Churned,Competitor,Competitor made better offer,171.3,10.199999999999989,1.0
0260-ZDLGK,Female,50,No,2,San Dimas,0,9,Unknown,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,970.81,Churned,Competitor,Competitor made better offer,656.1,4.7000000000000455,1.0
0263-FJTQO,Male,53,Yes,2,Rescue,10,50,Offer B,Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.5,3486.65,5711.15,Stayed,Not churned,Not churned,3525.0,38.34999999999991,0.0
0264-CNITK,Female,45,Yes,2,Clio,1,71,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,20.1,1389.6,3592.73,Stayed,Not churned,Not churned,1427.1,37.50000000000023,0.0
0265-EDXBD,Male,76,Yes,0,San Diego,2,32,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2303.35,3818.23,Churned,Attitude,Attitude of support person,2396.8,93.45000000000029,1.0
0265-PSUAE,Female,57,Yes,3,Lotus,10,16,Offer D,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1522.7,1959.02,Stayed,Not churned,Not churned,1611.2,88.5,0.0
0266-CLZKZ,Female,45,Yes,3,San Marcos,8,67,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6717.9,7909.83,Stayed,Not churned,Not churned,7078.55,360.65000000000055,0.0
0266-GMEAO,Male,43,Yes,1,Lompoc,1,72,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,8058.55,9206.23,Stayed,Not churned,Not churned,8229.6,171.05000000000018,0.0
0268-QKIWO,Female,41,No,0,Pilot Hill,0,3,Offer E,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,19.75,58.85,132.74,Churned,Attitude,Attitude of support person,59.25,0.3999999999999986,1.0
0269-XFESX,Male,22,Yes,3,San Francisco,1,23,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,24.35,538.5,1642.96,Stayed,Not churned,Not churned,560.0500000000001,21.550000000000068,0.0
0270-THENM,Male,62,Yes,2,Mission Hills,1,72,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,5102.35,7119.75,Stayed,Not churned,Not churned,5029.2,73.15000000000055,0.0
0277-BKSQP,Male,49,Yes,3,Harbor City,10,8,Offer E,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,475.1,487.58,Stayed,Not churned,Not churned,435.2,39.900000000000034,0.0
0277-ORXQS,Male,33,Yes,4,San Francisco,9,66,Offer A,No,Unknown,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,50.55,3364.55,3474.55,Stayed,Not churned,Not churned,3336.3,28.25000000000045,0.0
0278-YXOOG,Male,30,No,0,Inglewood,0,5,Offer E,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,21.05,113.85,285.15,Churned,Attitude,Attitude of support person,105.25,8.599999999999994,1.0
0280-XJGEX,Male,38,No,1,Los Angeles,0,49,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3,7208.47,Churned,Competitor,Competitor had better devices,5081.3,45.0,1.0
0281-CNTZX,Male,56,Yes,0,Pescadero,2,63,Offer B,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,19.95,1234.8,3651.48,Stayed,Not churned,Not churned,1256.85,22.049999999999955,0.0
0282-NVSJS,Female,70,Yes,1,Aromas,1,12,Offer D,No,Unknown,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,355.9,Stayed,Not churned,Not churned,351.6,4.2999999999999545,0.0
0285-INHLN,Male,54,Yes,6,Badger,5,27,Unknown,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1510.3,2487.43,Stayed,Not churned,Not churned,1478.25,32.049999999999955,0.0
0289-IVARM,Female,57,No,0,Parlier,0,35,Unknown,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,3550.95,Stayed,Not churned,Not churned,2119.25,136.6500000000001,0.0
0292-WEGCH,Female,40,Yes,2,Death Valley,7,54,Offer B,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4524.05,4757.87,Stayed,Not churned,Not churned,4654.8,130.75,0.0
0295-PPHDO,Male,56,No,0,La Puente,0,1,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,95.45,101.04,Churned,Competitor,Competitor had better devices,95.45,0.0,1.0
0295-QVKPB,Male,38,No,0,Riverdale,0,5,Offer E,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,63.95,318.1,387.9,Stayed,Not churned,Not churned,319.75,1.6499999999999773,0.0
0297-RBCSG,Male,61,No,0,San Francisco,0,19,Unknown,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,2085.86,Stayed,Not churned,Not churned,1241.65,9.799999999999956,0.0
0298-XACET,Male,35,Yes,2,Berry Creek,1,52,Unknown,No,Unknown,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,50.2,2554.0,2526.99,Stayed,Not churned,Not churned,2610.4,56.40000000000009,0.0
0301-FIDRB,Female,61,Yes,3,Fulton,8,72,Unknown,No,Unknown,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.8,4684.3,4684.3,Stayed,Not churned,Not churned,4593.599999999999,90.70000000000071,0.0
0301-KOBTQ,Male,50,No,0,Capitola,0,32,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,20.05,614.45,1081.84,Stayed,Not churned,Not churned,641.6,27.149999999999977,0.0
0302-JOIVN,Female,47,Yes,0,San Diego,1,8,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,842.9,977.94,Churned,Competitor,Competitor made better offer,809.2,33.69999999999993,1.0
0303-UNCIP,Male,35,No,0,Claremont,0,41,Offer B,Yes,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65.0,2531.8,4211.35,Stayed,Not churned,Not churned,2665.0,133.19999999999982,0.0
0303-WMMRN,Male,32,No,0,Glendale,0,5,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Credit Card,19.25,86.05,191.1,Stayed,Not churned,Not churned,96.25,10.200000000000005,0.0
0305-SQECB,Female,54,No,1,Gardena,0,11,Unknown,No,Unknown,Yes,DSL,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36.05,402.6,502.6,Stayed,Not churned,Not churned,396.55,6.050000000000068,0.0
0306-JAELE,Male,61,No,0,Fallbrook,0,5,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,453.4,608.85,Churned,Competitor,Competitor made better offer,480.5,27.100000000000023,1.0
0307-BCOPK,Female,62,No,0,San Francisco,0,16,Offer D,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.05,326.65,990.81,Stayed,Not churned,Not churned,304.8,21.84999999999997,0.0
0308-GIQJT,Male,80,No,0,San Diego,0,71,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,7382.85,7815.95,Stayed,Not churned,Not churned,7508.25,125.39999999999964,0.0
0308-IVGOK,Female,23,No,0,Santa Ana,0,11,Unknown,No,Unknown,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40.4,422.6,422.6,Stayed,Not churned,Not churned,444.4,21.799999999999955,0.0
0310-MVLET,Female,63,Yes,0,Snelling,1,61,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,6010.05,9019.18,Churned,Dissatisfaction,Service dissatisfaction,6048.150000000001,38.10000000000037,1.0
0310-SUCIN,Female,50,Yes,0,Darwin,2,71,Unknown,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,6046.1,7683.36,Stayed,Not churned,Not churned,6020.8,25.300000000000185,0.0
0310-VQXAM,Male,56,No,0,San Bernardino,0,9,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,19.85,178.8,545.46,Stayed,Not churned,Not churned,178.65,0.1500000000000056,0.0
0311-QYWSS,Female,63,No,0,Garberville,0,6,Unknown,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,549.56,Stayed,Not churned,Not churned,296.70000000000005,17.899999999999977,0.0
0311-UNPFF,Female,58,No,0,Long Beach,0,26,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.8,2274.35,3314.69,Churned,Dissatisfaction,Service dissatisfaction,2308.8,34.44999999999982,1.0
0314-TKOSI,Female,29,No,0,Upland,0,6,Offer E,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,322.9,364.78,Stayed,Not churned,Not churned,330.9,8.0,0.0
