Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Total_Internet_Services,Churn,Churn_status,Avg_Revenue_Per_Month,Refund_Ratio,Tenure_Group
Female,73,1,0,Atascadero,93422,35.453912,-120.69461,9,39,Unknown,1,20.15,1,1,Fiber Optic,21.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,3949.15,0.0,0,785.85,4735.0,5,0.0,0,121.41025641025641,0.0,2-4y
Male,41,0,0,Planada,95365,37.329725,-120.306399,0,25,Unknown,1,34.88,1,1,Fiber Optic,8.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,2362.1,0.0,0,872.0,3234.1,4,1.0,1,129.364,0.0,2-4y
Female,43,0,0,Moorpark,93021,34.312945,-118.858169,0,1,Offer E,1,39.81,0,1,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,70.9,70.9,0.0,0,39.81,110.71,1,1.0,1,110.71,0.0,0-6m
Male,48,1,0,Solvang,93463,34.624399,-120.137875,1,22,Offer D,1,27.24,0,1,DSL,21.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,1152.7,0.0,0,599.28,1751.98,3,1.0,1,79.63545454545455,0.0,1-2y
Female,51,0,0,La Mirada,90638,33.902045,-118.008961,0,24,Unknown,1,10.64,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,19.55,470.2,0.0,0,255.36,725.56,0,0.0,0,30.231666666666666,0.0,1-2y
Female,34,1,0,Boron,93516,34.95703,-117.73045,8,19,Unknown,1,7.84,1,1,Fiber Optic,16.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,1564.4,0.0,0,148.96,1713.36,2,0.0,0,90.17684210526315,0.0,1-2y
Male,21,1,2,San Marcos,92078,33.119028,-117.166036,2,71,Unknown,1,9.2,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,25.35,1847.55,0.0,0,653.2,2500.75,0,0.0,0,35.221830985915496,0.0,4-6y
Male,78,1,0,Desert Center,92239,33.889605,-115.257009,7,33,Unknown,1,25.15,1,1,Fiber Optic,20.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,109.9,3694.7,0.0,0,829.95,4524.65,6,0.0,0,137.11060606060605,0.0,2-4y
Female,60,0,0,Crows Landing,95313,37.435664,-121.049056,0,3,Unknown,1,2.69,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,19.95,58.0,0.0,0,8.07,66.07,0,,0,22.02333333333333,0.0,0-6m
Male,54,1,1,Tuolumne,95379,37.939768,-120.188002,7,47,Unknown,1,1.09,1,1,Fiber Optic,13.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.2,4017.45,0.0,0,51.23,4068.68,3,0.0,0,86.56765957446808,0.0,2-4y
Male,42,1,3,San Diego,92120,32.807867,-117.060993,2,62,Unknown,1,1.76,0,1,Fiber Optic,20.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.15,6825.65,0.0,0,109.12,6934.77,8,0.0,0,111.85112903225807,0.0,4-6y
Male,22,0,0,Auburn,95603,38.912881,-121.082766,0,71,Unknown,1,2.88,1,1,Fiber Optic,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,116.3,8309.55,0.0,0,204.48,8514.03,8,0.0,0,119.91591549295775,0.0,4-6y
Male,71,1,0,Fresno,93725,36.623632,-119.741322,8,7,Unknown,1,41.97,0,1,Fiber Optic,11.0,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.0,605.45,0.0,0,293.79,899.24,4,0.0,0,128.46285714285713,0.0,6-12m
Female,56,1,2,Del Rey,93616,36.657462,-119.595293,6,27,Offer C,1,46.66,0,1,Fiber Optic,28.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.4,1972.35,0.0,0,1259.82,3232.17,2,0.0,0,119.71000000000001,0.0,2-4y
Male,33,0,0,Redwood City,94065,37.527497,-122.230941,0,2,Unknown,1,1.81,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.05,33.7,0.0,0,3.62,37.32,0,,0,18.66,0.0,0-6m
Female,32,0,3,Landers,92285,34.341737,-116.539416,0,25,Offer C,0,0.0,0,1,Cable,75.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,0.0,0,0.0,844.45,3,0.0,0,33.778,0.0,2-4y
Male,80,0,0,Hawthorne,90250,33.914775,-118.348083,0,30,Unknown,1,38.61,0,1,DSL,5.0,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,74.75,2111.3,0.0,0,1158.3,3269.6,5,0.0,0,108.98666666666666,0.0,2-4y
Female,73,1,0,Oceano,93445,35.059695,-120.604741,1,58,Unknown,1,16.94,0,1,Fiber Optic,19.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.5,6205.5,0.0,0,982.52,7188.02,7,1.0,1,123.93137931034484,0.0,4-6y
Male,26,1,0,Armona,93202,36.315979,-119.710852,1,10,Offer D,1,2.02,1,1,Fiber Optic,82.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,855.3,0.0,100,20.2,975.5,2,1.0,1,97.55,0.0,6-12m
Female,59,0,0,Clarksburg,95612,38.384648,-121.578701,0,9,Unknown,1,9.27,1,1,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.2,633.85,0.0,0,83.43,717.28,1,0.0,0,79.69777777777777,0.0,6-12m
Female,78,1,0,Irvine,92620,33.716136,-117.752574,1,6,Unknown,1,28.71,1,1,Fiber Optic,17.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,474.9,0.0,0,172.26,647.16,2,1.0,1,107.86,0.0,0-6m
Female,47,1,1,Scotts Valley,95066,37.070177,-122.010077,7,69,Unknown,1,38.92,1,1,Fiber Optic,16.0,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,84.45,5848.6,0.0,40,2685.48,8574.08,2,0.0,0,124.26202898550724,0.0,4-6y
Female,68,0,0,Salida,95368,37.713152,-121.08739,0,66,Unknown,1,10.45,1,1,Fiber Optic,20.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4,6471.85,0.0,0,689.7,7161.55,5,0.0,0,108.50833333333334,0.0,4-6y
Female,30,0,0,Mckinleyville,95519,40.965011,-124.015255,0,70,Offer A,1,10.21,1,1,Fiber Optic,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,0.0,0,714.7,8842.3,8,1.0,1,126.31857142857142,0.0,4-6y
Male,62,0,0,Atherton,94027,37.454924,-122.203168,0,25,Offer C,1,5.57,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,25.3,676.35,0.0,0,139.25,815.6,0,1.0,1,32.624,0.0,2-4y
Female,52,1,2,Huntington Beach,92649,33.721917,-118.043237,1,46,Offer B,1,24.33,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,19.25,864.2,0.0,0,1119.18,1983.38,0,0.0,0,43.116956521739134,0.0,2-4y
Female,63,1,0,Calimesa,92320,33.982787,-117.057627,7,54,Offer B,1,11.4,1,1,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6049.5,0.0,0,615.6,6665.1,8,0.0,0,123.42777777777779,0.0,4-6y
Female,54,0,0,Daly City,94014,37.691561,-122.445202,0,15,Unknown,1,22.39,0,1,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1582.75,0.0,0,335.85,1918.6,7,1.0,1,127.90666666666667,0.0,1-2y
Female,48,1,1,Middletown,95461,38.787446,-122.58675,0,12,Offer D,1,8.25,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,19.4,198.1,0.0,0,99.0,297.1,0,0.0,0,24.758333333333336,0.0,6-12m
Female,51,0,0,Berkeley,94705,37.858898,-122.240512,0,22,Unknown,0,0.0,0,1,Cable,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,0.0,0,0.0,1098.85,5,0.0,0,49.94772727272727,0.0,1-2y
Female,22,1,0,Lost Hills,93249,35.637715,-119.893068,9,70,Unknown,0,0.0,0,1,Cable,85.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,57.8,4039.3,1.01,0,0.0,4038.29,7,0.0,0,57.68985714285714,0.0002501058616394563,4-6y
Male,52,0,0,Garden Grove,92844,33.766476,-117.969795,0,30,Offer C,1,24.73,0,1,Fiber Optic,20.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,2438.6,0.0,130,741.9,3310.5,3,0.0,0,110.35,0.0,2-4y
Male,22,1,1,Indio,92203,33.752938,-116.230055,1,71,Offer A,1,28.34,1,1,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,16.99,0,2012.14,9108.9,5,0.0,0,128.29436619718308,0.0018652087518800293,4-6y
Male,33,1,0,Oxnard,93033,34.156629,-119.117218,2,30,Unknown,1,9.81,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.8,576.65,0.0,0,294.3,870.95,0,0.0,0,29.03166666666667,0.0,2-4y
Male,26,1,0,San Diego,92122,32.85723,-117.209774,5,4,Offer E,1,28.77,1,1,Fiber Optic,19.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,0.0,0,115.08,486.98,4,1.0,1,121.745,0.0,0-6m
Male,58,0,0,Escondido,92027,33.141265,-116.967221,0,2,Offer E,1,14.14,0,1,Fiber Optic,28.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,167.3,0.0,0,28.28,195.58,4,1.0,1,97.79,0.0,0-6m
Male,22,0,1,Moreno Valley,92553,33.923149,-117.244933,0,10,Unknown,1,7.86,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,19.95,219.5,0.0,0,78.6,298.1,0,0.0,0,29.810000000000002,0.0,6-12m
Male,66,0,0,Chino,91710,33.990646,-117.663025,0,4,Offer E,1,36.4,0,1,Fiber Optic,29.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,273.4,0.0,0,145.6,419.0,2,0.0,0,104.75,0.0,0-6m
Male,69,0,0,Sacramento,95820,38.53508,-121.444144,0,52,Offer B,0,0.0,0,1,DSL,19.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,0.0,0,0.0,2555.05,5,0.0,0,49.135576923076925,0.0,4-6y
Male,25,0,0,San Diego,92117,32.825086,-117.199424,0,5,Unknown,1,22.01,1,1,Cable,85.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0.0,0,110.05,333.2,2,1.0,1,66.64,0.0,0-6m
Male,30,1,3,Turlock,95380,37.474396,-120.875917,1,8,Offer E,1,2.87,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,20.15,165.5,0.0,0,22.96,188.46,0,0.0,0,23.5575,0.0,6-12m
Female,73,0,0,Calexico,92231,32.690654,-115.431225,0,2,Offer E,1,23.91,0,1,Cable,22.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,0.0,0,47.82,137.12,1,,0,68.56,0.0,0-6m
Male,46,0,0,Groveland,95321,37.902968,-119.667544,0,3,Offer E,1,13.72,0,1,Fiber Optic,26.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,0.0,0,41.16,276.21,4,,0,92.07,0.0,0-6m
Male,40,0,0,Los Gatos,95033,37.160194,-121.945611,0,19,Offer D,1,11.85,1,1,DSL,18.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1144.6,0.0,0,225.15,1369.75,3,0.0,0,72.09210526315789,0.0,1-2y
Male,53,0,0,Clovis,93611,36.917652,-119.593757,0,72,Offer A,1,3.66,1,1,DSL,13.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,0.0,0,263.52,5171.77,5,0.0,0,71.8301388888889,0.0,4-6y
Male,76,1,0,Hyampom,96046,40.648024,-123.465088,2,63,Offer B,0,0.0,0,1,DSL,7.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,0.0,0,0.0,2298.9,3,0.0,0,36.490476190476194,0.0,4-6y
Male,38,1,0,Woodland Hills,91364,34.153733,-118.593408,1,66,Unknown,0,0.0,0,1,DSL,29.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,0.0,0,0.0,3789.2,6,0.0,0,57.41212121212121,0.0,4-6y
Male,23,0,0,Temecula,92592,33.507255,-117.029473,0,1,Unknown,1,44.56,0,1,Fiber Optic,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,0.0,0,44.56,120.46,2,1.0,1,120.46,0.0,0-6m
Female,24,0,0,Livingston,95334,37.361987,-120.748394,0,60,Unknown,1,15.29,1,1,Fiber Optic,48.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.2,4765.0,0.0,0,917.4,5682.4,2,0.0,0,94.70666666666666,0.0,4-6y
Female,43,1,3,Tulare,93274,36.185471,-119.375243,3,48,Unknown,0,0.0,0,1,DSL,22.0,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45.0,2196.3,0.0,0,0.0,2196.3,5,0.0,0,45.75625,0.0,2-4y
Female,45,0,0,Buellton,93427,34.631362,-120.238218,0,1,Offer E,1,33.34,0,1,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,85.55,0.0,0,33.34,118.89,3,1.0,1,118.89,0.0,0-6m
Male,49,0,0,Palmdale,93552,34.557711,-118.029441,0,15,Unknown,1,48.93,1,1,Fiber Optic,15.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,1444.65,0.0,0,733.95,2178.6,4,1.0,1,145.23999999999998,0.0,1-2y
Female,62,1,0,Midway City,92655,33.744439,-117.98588,4,50,Offer B,1,34.57,1,1,Fiber Optic,13.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.65,5405.8,0.0,0,1728.5,7134.3,7,0.0,0,142.686,0.0,4-6y
Male,25,1,1,Folsom,95630,38.672638,-121.147403,10,72,Offer A,1,33.75,1,1,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,0.0,0,2430.0,8769.3,8,0.0,0,121.79583333333332,0.0,4-6y
Female,37,0,0,Oakland,94619,37.787186,-122.14633,0,46,Unknown,1,43.27,1,1,Fiber Optic,21.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,3847.6,0.0,100,1990.42,5938.02,2,0.0,0,129.08739130434785,0.0,2-4y
Female,35,1,1,San Anselmo,94960,37.99272,-122.575026,4,72,Unknown,1,30.0,1,1,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,6733.0,0.0,0,2160.0,8893.0,8,0.0,0,123.51388888888889,0.0,4-6y
Male,37,1,3,Duarte,91010,34.145695,-117.95982,2,1,Unknown,1,34.28,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,19.7,19.7,0.0,0,34.28,53.98,0,,0,53.98,0.0,0-6m
Female,19,0,0,Lake Elsinore,92530,33.655421,-117.391751,0,1,Unknown,1,29.13,1,1,Cable,51.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,50.1,0.0,0,29.13,79.23,1,,0,79.23,0.0,0-6m
Female,69,0,0,San Clemente,92672,33.429488,-117.609432,0,67,Offer A,1,2.57,0,1,Fiber Optic,21.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45,6140.85,0.0,0,172.19,6313.04,5,0.0,0,94.2244776119403,0.0,4-6y
Female,44,1,1,Los Angeles,90004,34.076259,-118.310715,5,48,Unknown,1,8.94,1,1,DSL,27.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.65,3870.3,0.0,0,429.12,4299.42,6,0.0,0,89.57125,0.0,2-4y
Male,64,1,0,Bodega Bay,94923,38.377165,-123.037957,6,52,Offer B,1,41.34,1,1,Cable,24.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,4354.45,0.0,0,2149.68,6504.13,7,0.0,0,125.07942307692308,0.0,4-6y
Female,44,1,3,Challenge,95925,39.461768,-121.195825,1,67,Offer A,1,46.9,0,1,Cable,28.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,50.55,3431.75,0.0,0,3142.3,6574.05,2,0.0,0,98.12014925373134,0.0,4-6y
Female,58,1,0,Ludlow,92338,34.702766,-116.093376,1,28,Offer C,1,16.85,0,1,Fiber Optic,13.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,0.0,0,471.8,2698.9,3,1.0,1,96.38928571428572,0.0,2-4y
Female,29,1,1,Santa Clara,95051,37.348129,-121.98469,9,32,Offer C,1,33.28,1,1,DSL,51.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,2045.55,0.0,0,1064.96,3110.51,4,0.0,0,97.2034375,0.0,2-4y
Female,80,1,0,Perris,92571,33.828289,-117.201666,2,27,Unknown,1,7.02,0,1,Cable,25.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,1929.35,0.0,0,189.54,2118.89,2,1.0,1,78.4774074074074,0.0,2-4y
Male,22,0,0,Fortuna,95540,40.584991,-124.121504,0,3,Unknown,1,31.48,0,1,Fiber Optic,73.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.4,268.45,0.0,0,94.44,362.89,5,,0,120.96333333333332,0.0,0-6m
Male,22,0,0,San Diego,92122,32.85723,-117.209774,0,2,Offer E,1,40.43,1,1,Cable,27.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,181.5,0.0,0,80.86,262.36,3,1.0,1,131.18,0.0,0-6m
Female,50,0,2,San Dimas,91773,34.102119,-117.815532,0,9,Unknown,1,35.49,0,1,Cable,11.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,0.0,0,319.41,970.81,6,1.0,1,107.86777777777777,0.0,6-12m
Male,53,1,2,Rescue,95672,38.724322,-120.991237,10,50,Offer B,1,44.49,1,1,Cable,28.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.5,3486.65,0.0,0,2224.5,5711.15,4,0.0,0,114.223,0.0,4-6y
Female,45,1,2,Clio,96106,39.745805,-120.580882,1,71,Unknown,1,31.03,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,20.1,1389.6,0.0,0,2203.13,3592.73,0,0.0,0,50.60183098591549,0.0,4-6y
Male,76,1,0,San Diego,92122,32.85723,-117.209774,2,32,Offer C,1,47.34,1,1,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2303.35,0.0,0,1514.88,3818.23,1,1.0,1,119.3196875,0.0,2-4y
Female,57,1,3,Lotus,95651,38.815515,-120.916997,10,16,Offer D,1,27.27,0,1,Fiber Optic,76.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1522.7,0.0,0,436.32,1959.02,6,0.0,0,122.43875,0.0,1-2y
Female,45,1,3,San Marcos,92078,33.119028,-117.166036,8,67,Offer A,1,17.79,1,1,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6717.9,0.0,0,1191.93,7909.83,6,0.0,0,118.05716417910448,0.0,4-6y
Male,43,1,1,Lompoc,93436,34.601055,-120.382917,1,72,Unknown,1,15.94,1,1,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,8058.55,0.0,0,1147.68,9206.23,8,0.0,0,127.86430555555555,0.0,4-6y
Female,41,0,0,Pilot Hill,95664,38.803731,-121.043799,0,3,Offer E,1,24.63,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,19.75,58.85,0.0,0,73.89,132.74,0,1.0,1,44.24666666666667,0.0,0-6m
Male,22,1,3,San Francisco,94133,37.802071,-122.411004,1,23,Unknown,1,48.02,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,24.35,538.5,0.0,0,1104.46,1642.96,0,0.0,0,71.43304347826087,0.0,1-2y
Male,62,1,2,Mission Hills,91345,34.266389,-118.459744,1,72,Unknown,1,28.37,1,1,DSL,18.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,5102.35,25.24,0,2042.64,7119.75,5,0.0,0,98.88541666666667,0.0035450682959373573,4-6y
Male,21,1,2,Los Angeles,90040,33.994524,-118.149953,9,7,Offer E,0,0.0,0,1,Cable,47.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-3.0,465.7,0.0,0,0.0,465.7,7,0.0,0,66.52857142857142,0.0,6-12m
Male,49,1,3,Harbor City,90710,33.798266,-118.300237,10,8,Offer E,1,1.56,0,1,DSL,57.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,475.1,0.0,0,12.48,487.58,2,0.0,0,60.9475,0.0,6-12m
Male,33,1,4,San Francisco,94108,37.791998,-122.408653,9,66,Offer A,0,0.0,0,1,Cable,23.0,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,50.55,3364.55,0.0,110,0.0,3474.55,4,0.0,0,52.64469696969697,0.0,4-6y
Male,30,0,0,Inglewood,90301,33.956445,-118.358634,0,5,Offer E,1,34.26,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,21.05,113.85,0.0,0,171.3,285.15,0,1.0,1,57.029999999999994,0.0,0-6m
Male,38,0,1,Los Angeles,90015,34.039224,-118.266293,0,49,Unknown,1,44.33,1,1,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3,0.0,0,2172.17,7208.47,6,1.0,1,147.11163265306124,0.0,4-6y
Male,56,1,0,Pescadero,94060,37.22565,-122.297533,2,63,Offer B,1,38.36,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,19.95,1234.8,0.0,0,2416.68,3651.48,0,0.0,0,57.96,0.0,4-6y
Female,70,1,1,Aromas,95004,36.878364,-121.629781,1,12,Offer D,0,0.0,0,1,DSL,14.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,0.0,0,0.0,355.9,2,0.0,0,29.65833333333333,0.0,6-12m
Male,54,1,6,Badger,93603,36.64545,-118.924982,5,27,Unknown,1,36.19,0,1,DSL,53.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1510.3,0.0,0,977.13,2487.43,3,0.0,0,92.12703703703703,0.0,2-4y
Female,57,0,0,Parlier,93648,36.622237,-119.521126,0,35,Unknown,1,44.81,0,1,DSL,20.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,0.0,0,1568.35,3550.95,4,0.0,0,101.45571428571428,0.0,2-4y
Female,40,1,2,Death Valley,92328,36.27688,-117.033326,7,54,Offer B,1,4.33,1,1,DSL,12.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4524.05,0.0,0,233.82,4757.87,7,0.0,0,88.1087037037037,0.0,4-6y
Male,56,0,0,La Puente,91744,34.031441,-117.936436,0,1,Unknown,1,5.59,1,1,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,95.45,0.0,0,5.59,101.04,4,1.0,1,101.04,0.0,0-6m
Male,38,0,0,Riverdale,93656,36.452211,-119.94575,0,5,Offer E,1,13.96,0,1,DSL,5.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,63.95,318.1,0.0,0,69.8,387.9,4,0.0,0,77.58,0.0,0-6m
Male,61,0,0,San Francisco,94104,37.791222,-122.402241,0,19,Unknown,1,41.79,0,1,DSL,6.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,0.0,60,794.01,2085.86,4,0.0,0,109.7821052631579,0.0,1-2y
Male,35,1,2,Berry Creek,95916,39.657228,-121.37778,1,52,Unknown,0,0.0,0,1,DSL,17.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,50.2,2554.0,27.01,0,0.0,2526.99,5,0.0,0,48.59596153846154,0.01068860581165735,4-6y
